count,hate_speech,offensive_language,neither,Label,Text
3,0,0,3,2,one mans trash another mans treasure
3,0,3,0,1,dont got type bad bitches thing like iongotnotype
3,2,1,0,0,lassen cc coach wants feel youll get nig doubt
3,0,3,0,1,god teeth gold chain white bitches cocaine
3,1,2,0,1,hoe hoe shhhhh
3,0,3,0,1,dc call rollers chiraq call thots across america known hoe
3,0,3,0,1,im gonna miss bitch bus driverno wont dont lie
3,0,3,0,1,hate bitches try put friendzone bitch im tryin score put endzone soul
3,0,1,2,2,ashley young tried deny bird landed mouth gt hahaha
3,0,3,0,1,yall gimped aint tht bitch huh lol
3,0,1,2,2,take ride woof woof
3,1,2,0,1,oh god love victoria mitchell bitches love
3,0,3,0,1,long distance shit wack knew bitch cheating uh oh
3,0,3,0,1,hes right bitches smh
3,0,3,0,1,ban dat pussy life amp gotta pay millon dollar fine
3,1,2,0,1,roses red violets blue niggers black know thats true
3,0,0,3,2,sitting window sill window open bird tries fly smacked protecttheanimals
3,0,3,0,1,nigga gon nigga nigga sound fuckin retarded
3,0,0,3,2,video entire media likely mock crybaby
3,0,3,0,1,im even shy stfu kikis mom hi angelique angelique smiles dips cracker soup
3,0,3,0,1,tim tebow got cut every team nfl already got hoes starkville smh
3,0,3,0,1,karma bitch damn godprotectshisangels sips tea
3,0,3,0,1,fuckin hot gym pussy fuck yeah
3,0,0,3,2,jihadi patron hajjaj alajmi arrested kuwait airport
3,0,2,1,1,call fireman cause turn hoes
3,0,3,0,1,could never bby lil dick thts got abortion last bitch oh god
3,0,3,0,1,watch women try argue like dick actually fucked pussy hate bitches
3,0,3,0,1,smoke weed public fuck cops man wanna dont run come retarded
3,0,0,3,2,tweety bird tho
3,0,3,0,1,pussy sweet like watermelon thotermelon
3,0,1,2,2,twitter rappers dm trash links
3,0,3,0,1,loud bitches annoy
4,0,4,0,1,eventually every bitch turns hoe truuu
3,0,3,0,1,swear oomf try talking tomorrow pussy
3,0,3,0,1,bitches pretending tf crazy aint never lied
4,0,3,1,1,k bye hoe um bye
3,2,1,0,0,jackies retard blondeproblems least make grilled cheese
3,1,2,0,1,ima keep giving pussy ass niggas ah reason hate
3,0,0,3,2,photo sole heaven
3,2,1,0,0,stacey dash baddest bitch evaaaa
3,0,3,0,1,side bitch sunday
3,0,3,0,1,facts baldheaded bitch made shit lmao
3,0,3,0,1,fuck wit us tweakin hoe shmurda
3,0,0,3,2,actin like th day spook
3,0,3,0,1,ill break lil bitch neck wont even feel sorry savage
3,0,3,0,1,fucking hot scally sneakersex sockfetish sniff trainersex love kinky scallies
3,1,2,0,1,yall dumb ass niggas pressed hoes yall weak fuck fuck weed hoes oreos
3,0,3,0,1,turn yo bitch eaterrrrrrrrr
3,0,3,0,1,dont trust dese hoes nikki told st stay fans screen shot asap finna come chiraq shoot sumn
3,0,3,0,1,aye yall ima tryout bowling team frfr tryouts passed tho theres two retard
3,0,3,0,1,u got u want bitch enjoy crazy party would love attend
3,0,0,3,2,colored contacts eyes blinders mine cause cant see lmao
3,0,3,0,1,facts dudes hoes say dont got hoes
3,0,3,0,1,im rea start smacking bitches period bluffin best
3,0,3,0,1,lifes bitch die thats get high cause neva know youre gonna go sister perfect
3,0,3,0,1,one us drugs youre still wrong hahahahahahah im bitch sometimes
3,1,2,0,1,im feeling pretty fuckin ghetto smh
3,0,0,3,2,swears im man easily easily behind austin nip
3,0,3,0,1,true ride die bitch fuck hahahahah
4,0,0,4,2,hgwells charlie chaplin history photography
3,0,3,0,1,see brunos bitch ass twitter wtf brunos sees drake voice
3,0,3,0,1,im cool faggot chill tf cool nigga
3,0,3,0,1,im sure bitch frfr tf
3,0,3,0,1,twitter source news broadcast fucking retards nbc abc cnn fox etc keeping quiet
3,0,3,0,1,got couple bitches saying know ima let money talk im like wwyd
3,0,3,0,1,grudges weirdosand bitches
3,1,0,2,2,told mariam cigarettes birthday also called trash rn
3,0,0,3,2,brownies tonight kind
3,0,3,0,1,text back dont give fuck ill text another bitch damn someone hurt lol
6,1,5,0,1,ummmmmm okay got hoes left right yah thang
3,0,3,0,1,using ymxb find slope ass
3,0,0,3,2,fit lads nice gear scally lads n trainers would get
3,0,3,0,1,hell yeah bro fuck yeah sexy scally lad hot gear
3,0,3,0,1,helping mate love scally play fuck yeah
3,0,2,1,1,lads lads fuck yeah love scally lad action hot trainers
3,0,3,0,1,next year bitches gonna like gotta promise wont expose
3,0,3,0,1,hot rt lick bitch fuck yeah eat trainer u dirty fucker
3,0,3,0,1,yall think celebrity pussy different locals yeah meghan goods
6,0,2,4,2,saw ajumma walk beginning saying wow trash cant even listen lmaoo
3,0,3,0,1,need sox fuck yeah love kinky scally lad w rank sox sneaks
3,1,2,0,1,dont ever expose females like thats childish bitch nigga shiiii
3,0,3,0,1,yasss trys new things bestfriend bitch love
3,1,0,2,2,dude remember wop video omg find
3,0,2,1,1,thick raw fuck damn man pussy getting workout
3,0,0,3,2,rawr rt sexy french scally love frenchscally sexy scally woof woof
3,0,3,0,1,nothin life free bitches need write ya panties
3,0,3,0,1,one bitches want burrito u catch potosino huh haha
3,1,2,0,1,niggas whole hoes cuz couldnt said better
3,0,3,0,1,hardcore way eat mac cheese boil water snort cheese powder drink boiling water fuck bitches
3,0,3,0,1,yourenotmytype fade perpetually fresher thats real ass bitch rite
3,0,3,0,1,annoying bitch love judyanns pretty
3,0,3,0,1,lmao bitch got huggies
3,0,3,0,1,hi bitch bitch bye bitch
3,0,3,0,1,look like bitch
3,0,3,0,1,chase money hoes
3,0,3,0,1,cant stand dont know want ass nigga bitch
3,0,3,0,1,im way love chavhot sexy scally fucker
3,1,2,0,1,newly gay bitches dont kno shit works
3,0,3,0,1,bitch dont want real job become strippers lol lol
3,0,3,0,1,awww meat meat feelinsi ainn n feelings bitch
3,0,2,1,1,want snake bites industrial piercin amp tattoodem hoe accessories dea
3,0,0,3,2,baby albino
3,0,3,0,1,hoes aint loyal
3,1,2,0,1,yassssss ordered chinese bitch ate tacos fat fuck
3,0,3,0,1,made bitch lunch bitches love lunch
6,2,4,0,1,brainer soon bitch gets rich political power views change political whores
3,0,3,0,1,pussy day keeps devil away
3,0,3,0,1,aint bitch mean
3,0,3,0,1,bitches want baby dont want children
3,0,2,1,1,bitch must lost
3,0,3,0,1,baby like left side bitch cant cuz street side twitter said aint real
6,0,1,5,2,bae sounds like ghetto word use something else
3,1,2,0,1,batter wee cunt jewis cos fucked ex emma isnt battering girls ive nailedive moved onstop pussy n urself
3,0,3,0,1,bleed hoe alexa
3,0,3,0,1,boolin bando wit bitches
3,0,0,3,2,brownies brownie love movie
3,0,3,0,1,need bad bitch thats hotter might realist shit partynextdoor ever said thats feelin everyday
3,1,2,0,1,way punch bitches
3,0,3,0,1,caesar home rt much bitch looks like lets start ape shit
3,0,1,2,2,chinese maverick communicating comrade u know giving imperialist yanks birdie
3,0,3,0,1,dad say hi snapchat dad duces bitch
6,0,5,1,1,believe hoes fact loyal disagree believe fact loyalest bunchthese hoes
3,0,3,0,1,dont know ugly bitches dont know broke niggas
3,0,3,0,1,dont make make fall live nigga like meee birds amp favorite songs weeknd
3,2,1,0,0,dont worry nigga see worry nigga dont see dats da nigga fuckin yo bitch
3,0,3,0,1,dont ever give pussy away keep tight alright
3,0,3,0,1,dropped stack cause bitch im song called dope download mixtape
3,0,3,0,1,dumb bitches dumb things
3,1,2,0,1,eat pussy like real nigga hungry
3,1,2,0,1,eff lets go cripple
3,0,2,1,1,everything look better bitch next
3,0,3,0,1,facto cares hoe ass looks like
3,0,3,0,1,every bad bitch nigga tired fucking
3,0,3,0,1,foreign chick lie man bitch beautiful
3,1,2,0,1,fresh nigga kno need clean bitch kno im working cuz wanna see team rich
3,0,3,0,1,fuck make rules suck dragon balls bitch call goku
3,0,0,3,2,generate ascii boxes nodejs see ability bring flappybird node via ascii tubes bird _
3,0,3,0,1,get shit bitch fine bear
3,1,2,0,1,get ass back detroit ya fuckin wigger
3,0,3,0,1,girls dated okay aint mad yo unless stabbed heart love hoe
3,0,3,0,1,know twitter password bitch please
3,0,3,0,1,seen shows seen hoes wasnt hot would thick
3,0,3,0,1,bitch hitting hoe
3,1,2,0,1,married white woman lucky sumbitch uncle ruckus
3,0,2,1,1,wanna nigga im trinna savings account omg imma funny ass bitch man thats real shit
3,0,3,0,1,great grandmas hoeher grandmas hoeher moms hoe shes hoe long line hoes grandpa carl everyone
3,3,0,0,0,hey go look video man found kidnapped girls ohiowhat nigger shitmybosssays
3,0,3,0,1,hey pussy still
6,0,2,4,2,draft gungho folks send afghanistan war zones show
3,0,3,0,1,hotter bitch
3,0,3,0,1,u talking hoes bout bro n em talking hoes bout bro n em
3,0,3,0,1,crazy bitch hilarious
3,1,2,0,1,know shoes dirty fuck whatever bitch dont call like negro one first things look shoes dog
3,0,0,3,2,thrill billywith hillbilly heart hahahahaha jesus murphy
3,0,3,0,1,call bitch
3,0,3,0,1,cant handle liquor bitches cant handle meeedd chief sosa
3,0,3,0,1,dont chase dudes chase bitches edgar bautista
3,0,2,1,1,dont love hoes baby forever
3,0,3,0,1,dont even need picture tamar bitch beat every picture
3,0,3,0,1,dont hoes
3,0,1,2,2,found new way chug open mouth alot shitallysays
3,0,3,0,1,fucking hate bitch much wanna smack face tongue kiss
3,0,3,0,1,got bitch set like jada picketqueen latifah riding round nieces bitch titi
3,0,3,0,1,got sister told stop calling women bitches
3,0,3,0,1,guess night bitches die stewie nigga
3,0,3,0,1,bitch bitch bitch eating halibut freshrhymes jerksquad slowstir
3,0,3,0,1,ladylove shes married still wanna bang wont sex bitch troubadour probably
3,0,3,0,1,heard looking candy man bitch
3,0,3,0,1,hope dont get mad ladies call bitches bitches bc dont know names individually katt williams
3,0,3,0,1,got number im bitch boy
3,0,3,0,1,know shit eatin grin either fucked girl dreams sold car know youre faggot whatd sell
